case_number,court_id,state,district,judge_id,case_type,case_category,bench_type,current_stage,stage_index,filing_date,case_age_days,stage_age_days,hearings_held,adjournments,adjournment_rate,stagnation_flag,is_undertrial,district_avg_disposal_days,statutory_deadline_days,days_beyond_statutory,disposal_days,delay_risk_score,delay_risk_label,case_age_normalized,hearing_density,stage_completion_ratio,case_type_enc,case_category_enc,bench_type_enc,current_stage_enc,state_enc,legal_urgency_score,urgency_flags,predicted_disposal_days,ml_delay_risk_score,ml_delay_risk_label,priority_score,priority_label,priority_emoji,court_rank,docket_label
CASE/8743/2022,UTT-VAR-03,Uttar Pradesh,Varanasi,JDG-424,Criminal,SC_ST,Full_Bench,Execution,7,2022-02-01,1064,16,24,12,0.5,0,0,215,730,334,48,33.3,Medium,1.4575342465753425,0.6766917293233082,1.0,2,8,1,3,8,53.0,⚠️ STATUTORY DEADLINE BREACHED (1064d > 730d); 🔴 SC/ST PoA: Priority disposal required,48,33.3,Medium,62.39,High,🟠,8,[#8] 🟠 High
CASE/5880/2016,UTT-VAR-03,Uttar Pradesh,Varanasi,JDG-230,Civil,General_Civil,Single_Judge,Execution,7,2018-03-31,2467,12,57,21,0.3684210526315789,0,0,741,2190,277,47,33.3,Medium,1.1264840182648401,0.6931495743818403,1.0,1,1,4,3,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (2467d > 2190d); 📛 Aged case: 6+ years pending,47,33.3,Medium,60.75,High,🟠,9,[#9] 🟠 High
CASE/2959/2021,UTT-VAR-03,Uttar Pradesh,Varanasi,JDG-317,Criminal,Property_Dispute,Division_Bench,Execution,7,2019-02-18,2143,175,47,13,0.2765957446808511,0,0,1227,2920,0,51,33.3,Medium,0.7339041095890411,0.6579561362575828,1.0,2,7,0,3,8,25.0,📅 Past halfway of statutory limit; 📛 Aged case: 5+ years pending,51,33.3,Medium,47.59,Medium,🟡,10,[#10] 🟡 Medium
CASE/8313/2023,UTT-VAR-03,Uttar Pradesh,Varanasi,JDG-499,Revision,General_Civil,Single_Judge,Execution,7,2021-03-19,1383,461,25,9,0.36,1,0,1242,2190,0,53,33.3,Medium,0.6315068493150685,0.5422993492407809,1.0,4,1,4,3,8,35.0,📅 Past halfway of statutory limit; 🟥 Critical stagnation: 461d in 'Execution' stage (limit 120d); 📛 Long-pending: 3+ years,53,33.3,Medium,46.73,Medium,🟡,11,[#11] 🟡 Medium
CASE/3669/2017,UTT-VAR-03,Uttar Pradesh,Varanasi,JDG-547,Execution,Motor_Accident,Full_Bench,Execution,7,2021-11-27,1130,86,22,9,0.4090909090909091,0,0,584,1825,0,46,33.3,Medium,0.6191780821917808,0.584070796460177,1.0,3,4,1,3,8,20.0,📅 Past halfway of statutory limit; 📛 Long-pending: 3+ years,46,33.3,Medium,40.01,Medium,🟡,12,[#12] 🟡 Medium
CASE/3947/2015,UTT-VAR-03,Uttar Pradesh,Varanasi,JDG-269,Writ,Property_Dispute,Magistrate,Judgment,6,2021-12-19,1108,204,21,8,0.38095238095238093,0,0,1192,2920,0,48,0.0,Medium,0.37945205479452054,0.5685920577617329,0.8571428571428571,5,7,2,5,8,20.0,🟥 Critical stagnation: 204d in 'Judgment' stage (limit 60d); 📛 Long-pending: 3+ years,48,0.0,Low,29.88,Medium,🟡,13,[#13] 🟡 Medium
CASE/8941/2020,UTT-VAR-04,Uttar Pradesh,Varanasi,JDG-260,Revision,Commercial,Division_Bench,Execution,7,2019-02-18,2143,9,44,26,0.5909090909090909,0,0,376,365,1778,50,66.7,Medium,5.8712328767123285,0.6159589360709286,1.0,4,0,0,3,8,55.0,⚠️ STATUTORY DEADLINE BREACHED (2143d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months); 📛 Aged case: 5+ years pending,50,66.7,High,74.49,High,🟠,1,[#1] 🟠 High
CASE/8320/2020,UTT-VAR-04,Uttar Pradesh,Varanasi,JDG-492,Execution,Senior_Citizen,Division_Bench,Execution,7,2015-11-17,3332,9,66,23,0.3484848484848485,0,0,78,180,3152,48,33.3,High,18.511111111111113,0.5942376950780313,1.0,3,9,0,3,8,60.0,⚠️ STATUTORY DEADLINE BREACHED (3332d > 180d); 🟠 Senior Citizen: Expedited disposal mandated; 📛 Aged case: 9+ years pending,48,33.3,Medium,72.01,High,🟠,2,[#2] 🟠 High
CASE/5673/2017,UTT-VAR-04,Uttar Pradesh,Varanasi,JDG-743,Execution,POCSO,Sessions,Execution,7,2019-04-08,2094,15,42,10,0.23809523809523808,0,0,167,365,1729,48,33.3,Medium,5.736986301369863,0.6017191977077364,1.0,3,6,3,3,8,65.0,⚠️ STATUTORY DEADLINE BREACHED (2094d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Aged case: 5+ years pending,48,33.3,Medium,71.21,High,🟠,3,[#3] 🟠 High
CASE/7649/2022,UTT-VAR-04,Uttar Pradesh,Varanasi,JDG-374,Revision,NDPS,Magistrate,Execution,7,2020-07-27,1618,202,24,6,0.25,1,0,465,1095,523,48,66.7,High,1.4776255707762558,0.44499381953028433,1.0,4,5,2,3,8,50.0,⚠️ STATUTORY DEADLINE BREACHED (1618d > 1095d); 🟠 Stagnation detected: 202d in 'Execution' stage; 📛 Long-pending: 4+ years,48,66.7,High,71.03,High,🟠,4,[#4] 🟠 High
CASE/6792/2017,UTT-VAR-04,Uttar Pradesh,Varanasi,JDG-441,Writ,SC_ST,Sessions,Arguments,5,2020-03-01,1766,11,47,18,0.3829787234042553,0,0,225,730,1036,47,33.3,Medium,2.419178082191781,0.79841449603624,0.7142857142857143,5,8,3,1,8,58.0,⚠️ STATUTORY DEADLINE BREACHED (1766d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Long-pending: 4+ years,47,33.3,Medium,67.91,High,🟠,5,[#5] 🟠 High
CASE/5684/2017,UTT-VAR-04,Uttar Pradesh,Varanasi,JDG-988,Civil,Property_Dispute,Sessions,Execution,7,2017-05-10,2792,279,66,22,0.3333333333333333,1,0,1208,2920,0,56,66.7,High,0.9561643835616438,0.7091690544412608,1.0,1,7,3,3,8,50.0,🔔 Approaching statutory deadline (95% elapsed); 🟥 Critical stagnation: 279d in 'Execution' stage (limit 120d); 📛 Aged case: 7+ years pending,56,66.7,High,67.46,High,🟠,6,[#6] 🟠 High
CASE/6207/2016,UTT-VAR-04,Uttar Pradesh,Varanasi,JDG-255,Appeal,Motor_Accident,Magistrate,Execution,7,2019-11-20,1868,12,40,19,0.475,0,0,686,1825,43,45,33.3,Medium,1.0235616438356165,0.6423982869379015,1.0,0,4,2,3,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (1868d > 1825d); 📛 Aged case: 5+ years pending,45,33.3,Medium,58.08,High,🟠,7,[#7] 🟠 High
CASE/9321/2021,UTT-VAR-04,Uttar Pradesh,Varanasi,JDG-469,Appeal,Property_Dispute,Sessions,Execution,7,2019-01-10,2182,141,49,10,0.20408163265306123,0,0,1229,2920,0,45,33.3,Medium,0.7472602739726028,0.6736938588450962,1.0,0,7,3,3,8,25.0,📅 Past halfway of statutory limit; 📛 Aged case: 5+ years pending,45,33.3,Medium,47.86,Medium,🟡,8,[#8] 🟡 Medium
CASE/8516/2017,UTT-VAR-04,Uttar Pradesh,Varanasi,JDG-821,Civil,Property_Dispute,Full_Bench,Execution,7,2020-07-23,1622,103,30,13,0.43333333333333335,0,0,1263,2920,0,49,33.3,Medium,0.5554794520547945,0.5548705302096177,1.0,1,7,1,3,8,20.0,📅 Past halfway of statutory limit; 📛 Long-pending: 4+ years,49,33.3,Medium,41.64,Medium,🟡,9,[#9] 🟡 Medium
CASE/8397/2017,UTT-VAR-04,Uttar Pradesh,Varanasi,JDG-384,Civil,General_Criminal,Magistrate,Judgment,6,2023-08-10,509,109,9,1,0.1111111111111111,1,0,623,730,0,53,33.3,Medium,0.6972602739726027,0.5304518664047152,0.8571428571428571,1,2,2,5,8,25.0,📅 Past halfway of statutory limit; 🟠 Stagnation detected: 109d in 'Judgment' stage,53,33.3,Medium,35.89,Medium,🟡,10,[#10] 🟡 Medium
CASE/4398/2017,UTT-VAR-04,Uttar Pradesh,Varanasi,JDG-860,Revision,General_Civil,Single_Judge,Evidence,4,2023-10-16,442,132,9,3,0.3333333333333333,0,0,994,2190,0,553,0.0,Medium,0.20182648401826483,0.6108597285067874,0.5714285714285714,4,1,4,2,8,0.0,No urgent flags,553,0.0,Low,12.63,Low,🟢,11,[#11] 🟢 Low
CASE/9453/2015,UTT-VAR-05,Uttar Pradesh,Varanasi,JDG-704,Appeal,Matrimonial,Single_Judge,Execution,7,2018-06-27,2379,209,55,15,0.2727272727272727,1,0,701,1825,554,51,66.7,High,1.3035616438356163,0.6935687263556116,1.0,0,3,4,3,8,55.0,⚠️ STATUTORY DEADLINE BREACHED (2379d > 1825d); 🟠 Stagnation detected: 209d in 'Execution' stage; 📛 Aged case: 6+ years pending,51,66.7,High,73.23,High,🟠,1,[#1] 🟠 High
CASE/3398/2023,UTT-VAR-05,Uttar Pradesh,Varanasi,JDG-169,Appeal,SC_ST,Single_Judge,Judgment,6,2016-03-27,3201,8,69,29,0.42028985507246375,0,0,171,730,2471,49,33.3,High,4.384931506849315,0.6466729147141518,0.8571428571428571,0,8,4,5,8,63.0,⚠️ STATUTORY DEADLINE BREACHED (3201d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Aged case: 8+ years pending,49,33.3,Medium,72.79,High,🟠,2,[#2] 🟠 High
CASE/9589/2016,UTT-VAR-05,Uttar Pradesh,Varanasi,JDG-132,Appeal,Commercial,Division_Bench,Execution,7,2018-04-06,2461,2,52,21,0.40384615384615385,0,0,279,365,2096,48,33.3,Medium,6.742465753424658,0.633888663145063,1.0,0,0,0,3,8,55.0,⚠️ STATUTORY DEADLINE BREACHED (2461d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months); 📛 Aged case: 6+ years pending,48,33.3,Medium,68.47,High,🟠,3,[#3] 🟠 High
CASE/2242/2022,UTT-VAR-05,Uttar Pradesh,Varanasi,JDG-790,Writ,Commercial,Sessions,Execution,7,2022-07-28,887,7,22,13,0.5909090909090909,0,0,309,365,522,51,66.7,Medium,2.43013698630137,0.7440811724915445,1.0,5,0,3,3,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (887d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months),51,66.7,High,64.45,High,🟠,4,[#4] 🟠 High
CASE/7971/2024,UTT-VAR-05,Uttar Pradesh,Varanasi,JDG-476,Execution,General_Criminal,Sessions,Judgment,6,2019-09-10,1939,73,38,10,0.2631578947368421,0,0,381,730,1209,47,33.3,Medium,2.6561643835616437,0.5879319236719958,0.8571428571428571,3,2,3,5,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (1939d > 730d); 📛 Aged case: 5+ years pending,47,33.3,Medium,63.89,High,🟠,5,[#5] 🟠 High
CASE/1176/2018,UTT-VAR-05,Uttar Pradesh,Varanasi,JDG-278,Execution,POCSO,Magistrate,Execution,7,2023-09-09,479,12,12,6,0.5,0,0,129,365,114,51,33.3,Medium,1.3123287671232877,0.7515657620041754,1.0,3,6,2,3,8,55.0,⚠️ STATUTORY DEADLINE BREACHED (479d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35),51,33.3,Medium,54.59,High,🟠,6,[#6] 🟠 High
CASE/8195/2015,UTT-VAR-05,Uttar Pradesh,Varanasi,JDG-248,Execution,Matrimonial,Full_Bench,Execution,7,2020-07-29,1616,12,38,10,0.2631578947368421,0,0,628,1825,0,44,33.3,Medium,0.8854794520547945,0.7054455445544554,1.0,3,3,1,3,8,30.0,🔔 Approaching statutory deadline (88% elapsed); 📛 Long-pending: 4+ years,44,33.3,Medium,49.73,Medium,🟡,7,[#7] 🟡 Medium
CASE/6160/2024,UTT-VAR-05,Uttar Pradesh,Varanasi,JDG-526,Civil,Property_Dispute,Full_Bench,Execution,7,2019-10-09,1910,49,46,18,0.391304347826087,0,0,1499,2920,0,52,33.3,Medium,0.6541095890410958,0.7225130890052356,1.0,1,7,1,3,8,25.0,📅 Past halfway of statutory limit; 📛 Aged case: 5+ years pending,52,33.3,Medium,45.99,Medium,🟡,8,[#8] 🟡 Medium
CASE/5901/2022,UTT-VAR-05,Uttar Pradesh,Varanasi,JDG-660,Civil,Motor_Accident,Full_Bench,Execution,7,2021-08-28,1221,47,38,13,0.34210526315789475,0,0,988,1825,0,53,33.3,Medium,0.6690410958904109,0.9336609336609336,1.0,1,4,1,3,8,20.0,📅 Past halfway of statutory limit; 📛 Long-pending: 3+ years,53,33.3,Medium,41.17,Medium,🟡,9,[#9] 🟡 Medium
CASE/0327/2015,UTT-VAR-05,Uttar Pradesh,Varanasi,JDG-192,Revision,General_Criminal,Magistrate,Evidence,4,2023-12-31,366,134,10,5,0.5,1,0,572,730,0,145,33.3,High,0.5013698630136987,0.819672131147541,0.5714285714285714,4,2,2,2,8,15.0,📅 Past halfway of statutory limit,145,33.3,Medium,27.69,Medium,🟡,10,[#10] 🟡 Medium
CASE/0188/2020,UTT-VAR-06,Uttar Pradesh,Varanasi,JDG-717,Criminal,Property_Dispute,Division_Bench,Execution,7,2015-11-27,3322,324,72,26,0.3611111111111111,1,0,1356,2920,402,49,66.7,High,1.1376712328767122,0.650210716435882,1.0,2,7,0,3,8,60.0,⚠️ STATUTORY DEADLINE BREACHED (3322d > 2920d); 🟥 Critical stagnation: 324d in 'Execution' stage (limit 120d); 📛 Aged case: 9+ years pending,49,66.7,High,74.59,High,🟠,1,[#1] 🟠 High
CASE/3041/2019,UTT-VAR-06,Uttar Pradesh,Varanasi,JDG-215,Writ,SC_ST,Division_Bench,Judgment,6,2020-09-25,1558,50,35,16,0.45714285714285713,1,0,190,730,828,52,66.7,High,2.1342465753424658,0.6739409499358152,0.8571428571428571,5,8,0,5,8,58.0,⚠️ STATUTORY DEADLINE BREACHED (1558d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Long-pending: 4+ years,52,66.7,High,73.52,High,🟠,2,[#2] 🟠 High
CASE/8530/2017,UTT-VAR-06,Uttar Pradesh,Varanasi,JDG-895,Writ,SC_ST,Full_Bench,Arguments,5,2018-11-04,2249,18,40,10,0.25,0,0,150,730,1519,50,33.3,Medium,3.080821917808219,0.5335704757670076,0.7142857142857143,5,8,1,1,8,63.0,⚠️ STATUTORY DEADLINE BREACHED (2249d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Aged case: 6+ years pending,50,33.3,Medium,70.83,High,🟠,3,[#3] 🟠 High
CASE/3644/2020,UTT-VAR-06,Uttar Pradesh,Varanasi,JDG-560,Execution,POCSO,Magistrate,Execution,7,2020-02-13,1783,0,33,9,0.2727272727272727,0,0,151,365,1418,50,33.3,Medium,4.884931506849315,0.5552439708356702,1.0,3,6,2,3,8,60.0,⚠️ STATUTORY DEADLINE BREACHED (1783d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Long-pending: 4+ years,50,33.3,Medium,68.69,High,🟠,4,[#4] 🟠 High
CASE/4216/2017,UTT-VAR-06,Uttar Pradesh,Varanasi,JDG-909,Execution,Property_Dispute,Full_Bench,Execution,7,2015-02-27,3595,83,85,29,0.3411764705882353,0,0,1319,2920,675,40,33.3,Medium,1.231164383561644,0.7093184979137691,1.0,3,7,1,3,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (3595d > 2920d); 📛 Aged case: 9+ years pending,40,33.3,Medium,64.53,High,🟠,5,[#5] 🟠 High
CASE/6194/2017,UTT-VAR-07,Uttar Pradesh,Varanasi,JDG-889,Criminal,General_Criminal,Division_Bench,Execution,7,2016-08-21,3054,60,67,26,0.3880597014925373,0,1,518,730,2324,51,66.7,High,4.183561643835616,0.6581532416502948,1.0,2,2,0,3,8,65.0,⚠️ STATUTORY DEADLINE BREACHED (3054d > 730d); 🔴 BNSS 479: Undertrial exceeds 1/3 max sentence (3054d ≥ 608d); 📛 Aged case: 8+ years pending,51,66.7,High,79.87,Critical,🔴,1,[#1] 🔴 Critical
CASE/4492/2020,UTT-VAR-07,Uttar Pradesh,Varanasi,JDG-928,Writ,POCSO,Single_Judge,Judgment,6,2015-07-29,3443,5,80,22,0.275,0,0,158,365,3078,48,33.3,High,9.432876712328767,0.6970665117629974,0.8571428571428571,5,6,4,5,8,65.0,⚠️ STATUTORY DEADLINE BREACHED (3443d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Aged case: 9+ years pending,48,33.3,Medium,73.98,High,🟠,2,[#2] 🟠 High
CASE/6308/2019,UTT-VAR-07,Uttar Pradesh,Varanasi,JDG-406,Civil,Motor_Accident,Sessions,Execution,7,2017-05-11,2791,37,68,22,0.3235294117647059,0,0,738,1825,966,51,33.3,Medium,1.5293150684931507,0.7309208169115012,1.0,1,4,3,3,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (2791d > 1825d); 📛 Aged case: 7+ years pending,51,33.3,Medium,65.64,High,🟠,3,[#3] 🟠 High
CASE/4634/2022,UTT-VAR-07,Uttar Pradesh,Varanasi,JDG-241,Civil,Motor_Accident,Magistrate,Execution,7,2018-09-03,2311,2,66,28,0.42424242424242425,0,0,683,1825,486,49,33.3,Medium,1.2663013698630137,0.8567719601903938,1.0,1,4,2,3,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (2311d > 1825d); 📛 Aged case: 6+ years pending,49,33.3,Medium,62.39,High,🟠,4,[#4] 🟠 High
CASE/2620/2023,UTT-VAR-07,Uttar Pradesh,Varanasi,JDG-207,Appeal,Motor_Accident,Sessions,Execution,7,2019-05-22,2050,53,48,14,0.2916666666666667,0,0,670,1825,225,49,33.3,Medium,1.1232876712328768,0.702439024390244,1.0,0,4,3,3,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (2050d > 1825d); 📛 Aged case: 5+ years pending,49,33.3,Medium,59.85,High,🟠,5,[#5] 🟠 High
CASE/0935/2021,UTT-VAR-07,Uttar Pradesh,Varanasi,JDG-579,Civil,Motor_Accident,Single_Judge,Arguments,5,2020-08-07,1607,14,40,8,0.2,0,0,845,1825,0,44,33.3,Medium,0.8805479452054794,0.7467330429371499,0.7142857142857143,1,4,4,1,8,30.0,🔔 Approaching statutory deadline (88% elapsed); 📛 Long-pending: 4+ years,44,33.3,Medium,49.62,Medium,🟡,6,[#6] 🟡 Medium
CASE/1191/2021,UTT-VAR-07,Uttar Pradesh,Varanasi,JDG-221,Civil,Motor_Accident,Magistrate,Execution,7,2021-01-16,1445,130,32,13,0.40625,0,0,847,1825,0,46,33.3,Medium,0.7917808219178082,0.6643598615916956,1.0,1,4,2,3,8,30.0,🔔 Approaching statutory deadline (79% elapsed); 📛 Long-pending: 3+ years,46,33.3,Medium,47.54,Medium,🟡,7,[#7] 🟡 Medium
CASE/4308/2018,UTT-VAR-08,Uttar Pradesh,Varanasi,JDG-128,Civil,SC_ST,Sessions,Arguments,5,2015-04-05,3558,23,78,30,0.38461538461538464,0,0,183,730,2828,48,66.7,Medium,4.873972602739726,0.657672849915683,0.7142857142857143,1,8,3,1,8,63.0,⚠️ STATUTORY DEADLINE BREACHED (3558d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Aged case: 9+ years pending,48,66.7,High,80.2,Critical,🔴,1,[#1] 🔴 Critical
CASE/9241/2016,UTT-VAR-08,Uttar Pradesh,Varanasi,JDG-221,Writ,POCSO,Full_Bench,Execution,7,2017-06-10,2761,28,70,30,0.42857142857142855,1,0,167,365,2396,53,66.7,High,7.564383561643836,0.7605939876856211,1.0,5,6,1,3,8,65.0,⚠️ STATUTORY DEADLINE BREACHED (2761d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Aged case: 7+ years pending,53,66.7,High,79.26,Critical,🔴,2,[#2] 🔴 Critical
CASE/5509/2019,UTT-VAR-08,Uttar Pradesh,Varanasi,JDG-749,Criminal,NDPS,Division_Bench,Execution,7,2020-08-15,1599,183,27,9,0.3333333333333333,1,1,484,1095,504,53,66.7,High,1.4602739726027398,0.5065666041275798,1.0,2,5,0,3,8,70.0,⚠️ STATUTORY DEADLINE BREACHED (1599d > 1095d); 🔴 BNSS 479: Undertrial exceeds 1/3 max sentence (1599d ≥ 1216d); 🟠 Stagnation detected: 183d in 'Execution' stage; 📛 Long-pending: 4+ years,53,66.7,High,77.93,Critical,🔴,3,[#3] 🔴 Critical
CASE/4843/2019,UTT-VAR-08,Uttar Pradesh,Varanasi,JDG-575,Writ,POCSO,Sessions,Arguments,5,2019-04-13,2089,10,51,21,0.4117647058823529,0,0,112,365,1724,46,66.7,High,5.723287671232876,0.7324078506462421,0.7142857142857143,5,6,3,1,8,65.0,⚠️ STATUTORY DEADLINE BREACHED (2089d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Aged case: 5+ years pending,46,66.7,High,77.88,Critical,🔴,4,[#4] 🔴 Critical
CASE/0218/2022,UTT-VAR-08,Uttar Pradesh,Varanasi,JDG-809,Execution,General_Criminal,Full_Bench,Execution,7,2015-03-29,3565,140,93,41,0.44086021505376344,1,0,508,730,2835,47,66.7,High,4.883561643835616,0.782608695652174,1.0,3,2,1,3,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (3565d > 730d); 📛 Aged case: 9+ years pending,47,66.7,High,73.92,High,🟠,5,[#5] 🟠 High
CASE/5438/2020,UTT-VAR-08,Uttar Pradesh,Varanasi,JDG-323,Execution,Commercial,Full_Bench,Execution,7,2019-01-17,2175,37,47,18,0.3829787234042553,0,0,332,365,1810,48,33.3,Medium,5.958904109589041,0.6482758620689655,1.0,3,0,1,3,8,55.0,⚠️ STATUTORY DEADLINE BREACHED (2175d > 180d); ⚖️ Commercial Courts Act: Disposal overdue (>6 months); 📛 Aged case: 5+ years pending,48,33.3,Medium,67.88,High,🟠,6,[#6] 🟠 High
CASE/1458/2023,UTT-VAR-08,Uttar Pradesh,Varanasi,JDG-680,Criminal,POCSO,Division_Bench,Execution,7,2022-10-23,800,43,30,7,0.23333333333333334,1,0,123,365,435,49,66.7,High,2.191780821917808,1.125,1.0,2,6,0,3,8,55.0,⚠️ STATUTORY DEADLINE BREACHED (800d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35),49,66.7,High,67.06,High,🟠,7,[#7] 🟠 High
CASE/5491/2018,UTT-VAR-08,Uttar Pradesh,Varanasi,JDG-175,Execution,General_Criminal,Division_Bench,Execution,7,2015-09-23,3387,51,79,32,0.4050632911392405,0,0,365,730,2657,53,33.3,Medium,4.63972602739726,0.699734278122232,1.0,3,2,0,3,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (3387d > 730d); 📛 Aged case: 9+ years pending,53,33.3,Medium,66.87,High,🟠,8,[#8] 🟠 High
CASE/1301/2015,UTT-VAR-08,Uttar Pradesh,Varanasi,JDG-610,Criminal,Motor_Accident,Full_Bench,Execution,7,2016-07-17,3089,36,61,24,0.39344262295081966,0,0,635,1825,1264,49,33.3,Medium,1.6926027397260275,0.5924247329232761,1.0,2,4,1,3,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (3089d > 1825d); 📛 Aged case: 8+ years pending,49,33.3,Medium,66.26,High,🟠,9,[#9] 🟠 High
CASE/2088/2022,UTT-VAR-08,Uttar Pradesh,Varanasi,JDG-519,Revision,SC_ST,Magistrate,Execution,7,2021-10-21,1167,6,39,9,0.23076923076923078,0,0,251,730,437,52,33.3,Medium,1.5986301369863014,1.0025706940874037,1.0,4,8,2,3,8,58.0,⚠️ STATUTORY DEADLINE BREACHED (1167d > 730d); 🔴 SC/ST PoA: Priority disposal required; 📛 Long-pending: 3+ years,52,33.3,Medium,64.83,High,🟠,10,[#10] 🟠 High
CASE/8208/2023,UTT-VAR-08,Uttar Pradesh,Varanasi,JDG-439,Execution,General_Civil,Full_Bench,Execution,7,2016-12-31,2922,96,59,11,0.1864406779661017,0,0,799,2190,732,46,33.3,Medium,1.3342465753424657,0.6057494866529773,1.0,3,1,1,3,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (2922d > 2190d); 📛 Aged case: 8+ years pending,46,33.3,Medium,64.59,High,🟠,11,[#11] 🟠 High
CASE/0002/2020,UTT-VAR-08,Uttar Pradesh,Varanasi,JDG-614,Civil,Senior_Citizen,Magistrate,Execution,7,2021-11-06,1151,7,35,8,0.22857142857142856,0,0,99,180,971,49,33.3,Medium,6.394444444444445,0.9122502172024326,1.0,1,9,2,3,8,55.0,⚠️ STATUTORY DEADLINE BREACHED (1151d > 180d); 🟠 Senior Citizen: Expedited disposal mandated; 📛 Long-pending: 3+ years,49,33.3,Medium,63.7,High,🟠,12,[#12] 🟠 High
CASE/4455/2015,UTT-VAR-08,Uttar Pradesh,Varanasi,JDG-993,Execution,General_Civil,Sessions,Execution,7,2017-07-17,2724,20,64,18,0.28125,0,0,1084,2190,534,47,33.3,High,1.2438356164383562,0.7048458149779736,1.0,3,1,3,3,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (2724d > 2190d); 📛 Aged case: 7+ years pending,47,33.3,Medium,62.92,High,🟠,13,[#13] 🟠 High
CASE/1108/2021,UTT-VAR-08,Uttar Pradesh,Varanasi,JDG-717,Civil,SC_ST,Single_Judge,Arguments,5,2022-03-09,1028,6,16,5,0.3125,0,0,244,730,298,48,33.3,High,1.4082191780821918,0.4669260700389105,0.7142857142857143,1,8,4,1,8,53.0,⚠️ STATUTORY DEADLINE BREACHED (1028d > 730d); 🔴 SC/ST PoA: Priority disposal required,48,33.3,Medium,61.74,High,🟠,14,[#14] 🟠 High
CASE/9018/2020,UTT-VAR-08,Uttar Pradesh,Varanasi,JDG-339,Appeal,Motor_Accident,Magistrate,Judgment,6,2020-12-03,1489,168,27,8,0.2962962962962963,1,0,589,1825,0,50,66.7,Medium,0.8158904109589041,0.5439892545332438,0.8571428571428571,0,4,2,5,8,45.0,🔔 Approaching statutory deadline (81% elapsed); 🟥 Critical stagnation: 168d in 'Judgment' stage (limit 60d); 📛 Long-pending: 4+ years,50,66.7,High,60.04,High,🟠,15,[#15] 🟠 High
CASE/7765/2016,UTT-VAR-08,Uttar Pradesh,Varanasi,JDG-725,Criminal,Motor_Accident,Sessions,Judgment,6,2022-11-11,781,60,21,4,0.19047619047619047,0,0,668,1825,0,42,0.0,Low,0.42794520547945203,0.8066581306017925,0.8571428571428571,2,4,3,5,8,0.0,No urgent flags,42,0.0,Low,20.27,Low,🟢,16,[#16] 🟢 Low
CASE/0333/2019,UTT-VAR-09,Uttar Pradesh,Varanasi,JDG-678,Appeal,POCSO,Sessions,Execution,7,2017-04-07,2825,55,74,18,0.24324324324324326,1,0,151,365,2460,55,66.7,High,7.739726027397261,0.7858407079646017,1.0,0,6,3,3,8,65.0,⚠️ STATUTORY DEADLINE BREACHED (2825d > 365d); 🔴 POCSO: Mandatory speedy trial (Sec 35); 📛 Aged case: 7+ years pending,55,66.7,High,79.39,Critical,🔴,1,[#1] 🔴 Critical
CASE/0444/2023,UTT-VAR-09,Uttar Pradesh,Varanasi,JDG-299,Revision,General_Criminal,Single_Judge,Execution,7,2018-10-23,2261,98,64,20,0.3125,1,0,529,730,1531,53,66.7,High,3.0972602739726027,0.8491817779743477,1.0,4,2,4,3,8,45.0,⚠️ STATUTORY DEADLINE BREACHED (2261d > 730d); 📛 Aged case: 6+ years pending,53,66.7,High,71.24,High,🟠,2,[#2] 🟠 High
