case_number,court_id,state,district,judge_id,case_type,case_category,bench_type,current_stage,stage_index,filing_date,case_age_days,stage_age_days,hearings_held,adjournments,adjournment_rate,stagnation_flag,is_undertrial,district_avg_disposal_days,statutory_deadline_days,days_beyond_statutory,disposal_days,delay_risk_score,delay_risk_label
CASE/4307/2022,BIH-MUZ-04,Bihar,Muzaffarpur,JDG-735,Writ,General_Criminal,Magistrate,Judgment,6,2018-02-27,2499,32,65,22,0.338,0,0,489,730,1769,178,49.35,Medium
CASE/4074/2017,MAH-NAG-16,Maharashtra,Nagpur,JDG-889,Criminal,General_Criminal,Single_Judge,Judgment,6,2022-06-07,938,45,24,15,0.625,0,1,492,730,208,13,69.05,High
CASE/6805/2023,BIH-GAY-19,Bihar,Gaya,JDG-641,Appeal,Matrimonial,Division_Bench,Arguments,5,2018-11-11,2242,0,56,13,0.232,0,0,648,1825,417,10,47.49,Medium
CASE/2065/2019,DEL-SOU-07,Delhi,South,JDG-455,Appeal,Matrimonial,Sessions,Execution,7,2016-04-06,3191,16,65,30,0.462,0,0,485,1825,1366,80,44.93,Medium
CASE/1625/2023,UTT-KAN-18,Uttar Pradesh,Kanpur,JDG-283,Criminal,Motor_Accident,Sessions,Execution,7,2022-04-17,989,92,15,4,0.267,0,0,922,1825,0,12,27.79,Medium
CASE/5996/2021,MAD-JAB-20,Madhya Pradesh,Jabalpur,JDG-839,Execution,General_Civil,Magistrate,Execution,7,2020-09-30,1553,108,33,12,0.364,0,0,1059,2190,0,10,36.34,Medium
CASE/9775/2024,DEL-EAS-15,Delhi,East,JDG-647,Appeal,Commercial,Magistrate,Execution,7,2019-01-24,2168,3,60,23,0.383,0,0,282,365,1803,10,48.75,Medium
CASE/9800/2021,BIH-PAT-17,Bihar,Patna,JDG-246,Execution,Matrimonial,Full_Bench,Execution,7,2019-11-23,1865,29,42,16,0.381,0,0,540,1825,40,10,43.32,Medium
CASE/7799/2023,UTT-KAN-07,Uttar Pradesh,Kanpur,JDG-987,Revision,NDPS,Full_Bench,Execution,7,2019-03-31,2102,117,51,21,0.412,1,0,400,1095,1007,85,63.78,High
CASE/1906/2016,BIH-PAT-04,Bihar,Patna,JDG-919,Writ,POCSO,Full_Bench,Judgment,6,2020-09-02,1581,1,34,14,0.412,0,0,166,365,1216,10,44.01,Medium
CASE/0079/2017,KAR-MAN-10,Karnataka,Mangaluru,JDG-474,Execution,SC_ST,Single_Judge,Judgment,6,2016-08-22,3053,7,68,22,0.324,0,0,153,730,2323,52,48.29,Medium
CASE/7808/2023,BIH-GAY-11,Bihar,Gaya,JDG-812,Writ,General_Criminal,Single_Judge,Execution,7,2020-11-13,1509,165,43,20,0.465,1,0,497,730,779,151,65.19,High
CASE/2836/2022,BIH-GAY-12,Bihar,Gaya,JDG-284,Appeal,Senior_Citizen,Sessions,Execution,7,2017-09-27,2652,0,73,32,0.438,0,0,85,180,2472,10,51.52,High
CASE/7470/2015,MAD-JAB-01,Madhya Pradesh,Jabalpur,JDG-474,Execution,Motor_Accident,Division_Bench,Arguments,5,2019-06-18,2023,93,45,10,0.222,0,0,684,1825,198,10,49.99,Medium
CASE/6610/2016,MAH-MUM-16,Maharashtra,Mumbai,JDG-824,Criminal,General_Criminal,Sessions,Execution,7,2016-01-21,3267,36,72,23,0.319,0,1,521,730,2537,39,58.32,High
CASE/0985/2021,BIH-PAT-20,Bihar,Patna,JDG-724,Appeal,Matrimonial,Sessions,Execution,7,2022-04-08,998,12,16,3,0.188,0,0,594,1825,0,135,14.24,Low
CASE/3180/2021,TAM-COI-08,Tamil Nadu,Coimbatore,JDG-509,Execution,Senior_Citizen,Division_Bench,Arguments,5,2020-07-01,1644,3,47,16,0.34,0,0,95,180,1464,10,46.63,Medium
CASE/7809/2018,GUJ-VAD-02,Gujarat,Vadodara,JDG-191,Revision,SC_ST,Single_Judge,Judgment,6,2016-05-03,3164,15,65,14,0.215,0,0,245,730,2434,27,47.36,Medium
CASE/2914/2016,KAR-BEN-05,Karnataka,Bengaluru,JDG-168,Criminal,Property_Dispute,Division_Bench,Judgment,6,2019-06-04,2037,21,44,11,0.25,0,0,1064,2920,0,78,31.3,Medium
CASE/3649/2023,MAD-GWA-04,Madhya Pradesh,Gwalior,JDG-776,Revision,General_Criminal,Division_Bench,Arguments,5,2021-05-18,1323,48,36,14,0.389,0,0,419,730,593,32,46.3,Medium
CASE/9931/2020,MAD-IND-08,Madhya Pradesh,Indore,JDG-350,Civil,NDPS,Magistrate,Execution,7,2021-01-16,1445,30,42,16,0.381,0,0,449,1095,350,20,50.44,High
CASE/4090/2017,GUJ-VAD-14,Gujarat,Vadodara,JDG-242,Criminal,General_Criminal,Magistrate,Execution,7,2019-04-20,2082,55,45,16,0.356,0,1,462,730,1352,10,65.91,High
CASE/6958/2021,RAJ-JOD-19,Rajasthan,Jodhpur,JDG-117,Execution,General_Criminal,Sessions,Execution,7,2017-07-02,2739,12,56,15,0.268,0,0,589,730,2009,10,50.52,High
CASE/3337/2018,MAD-GWA-05,Madhya Pradesh,Gwalior,JDG-186,Appeal,Motor_Accident,Sessions,Execution,7,2020-08-17,1597,72,31,16,0.516,0,0,702,1825,0,36,41.64,Medium
CASE/3035/2018,KAR-MYS-17,Karnataka,Mysuru,JDG-156,Civil,POCSO,Magistrate,Execution,7,2022-03-16,1021,11,22,14,0.636,0,0,160,365,656,66,53.35,High
CASE/4683/2016,WES-KOL-20,West Bengal,Kolkata,JDG-806,Civil,Commercial,Division_Bench,Execution,7,2020-02-21,1775,5,36,15,0.417,0,0,250,365,1410,41,54.9,High
CASE/9646/2018,TAM-SAL-04,Tamil Nadu,Salem,JDG-193,Criminal,Senior_Citizen,Sessions,Execution,7,2017-04-06,2826,2,62,21,0.339,0,0,84,180,2646,83,49.01,Medium
CASE/9554/2022,BIH-MUZ-11,Bihar,Muzaffarpur,JDG-804,Execution,NDPS,Single_Judge,Arguments,5,2018-12-09,2214,72,51,16,0.314,1,0,323,1095,1119,105,56.0,High
CASE/5593/2023,GUJ-SUR-08,Gujarat,Surat,JDG-254,Execution,General_Civil,Magistrate,Execution,7,2021-06-12,1298,27,32,9,0.281,0,0,920,2190,0,10,37.54,Medium
CASE/1242/2018,GUJ-AHM-13,Gujarat,Ahmedabad,JDG-987,Execution,Property_Dispute,Division_Bench,Judgment,6,2016-08-03,3072,843,76,32,0.421,1,0,1281,2920,152,65,69.63,High
CASE/3903/2016,TAM-SAL-01,Tamil Nadu,Salem,JDG-500,Civil,General_Criminal,Full_Bench,Execution,7,2017-09-09,2670,1,78,26,0.333,0,0,628,730,1940,134,41.71,Medium
CASE/1370/2020,RAJ-UDA-08,Rajasthan,Udaipur,JDG-326,Civil,General_Criminal,Division_Bench,Arguments,5,2022-07-31,884,129,15,5,0.333,1,0,595,730,154,10,63.57,High
CASE/2189/2021,DEL-NOR-18,Delhi,North,JDG-943,Criminal,Commercial,Single_Judge,Execution,7,2019-01-17,2175,0,53,21,0.396,0,0,245,365,1810,129,35.39,Medium
CASE/1157/2023,DEL-CEN-04,Delhi,Central,JDG-727,Revision,Senior_Citizen,Sessions,Arguments,5,2018-06-16,2390,14,72,26,0.361,0,0,91,180,2210,148,49.59,Medium
CASE/1022/2018,TAM-SAL-10,Tamil Nadu,Salem,JDG-883,Revision,Matrimonial,Single_Judge,Execution,7,2022-07-29,886,61,20,6,0.3,0,0,595,1825,0,10,27.57,Medium
CASE/1114/2018,MAH-NAS-15,Maharashtra,Nashik,JDG-672,Revision,General_Criminal,Magistrate,Judgment,6,2018-03-09,2489,42,60,14,0.233,0,0,429,730,1759,10,46.52,Medium
CASE/6481/2016,MAH-NAS-01,Maharashtra,Nashik,JDG-788,Writ,Motor_Accident,Single_Judge,Judgment,6,2016-08-15,3060,39,61,22,0.361,0,0,781,1825,1235,10,47.09,Medium
CASE/7947/2017,MAD-GWA-16,Madhya Pradesh,Gwalior,JDG-969,Appeal,Senior_Citizen,Full_Bench,Judgment,6,2017-05-17,2785,6,59,14,0.237,0,0,75,180,2605,89,53.31,High
CASE/7206/2022,MAH-NAS-18,Maharashtra,Nashik,JDG-893,Execution,General_Civil,Magistrate,Arguments,5,2016-09-02,3042,59,75,39,0.52,0,0,1011,2190,852,36,54.32,High
CASE/9002/2024,GUJ-SUR-18,Gujarat,Surat,JDG-824,Appeal,Motor_Accident,Magistrate,Execution,7,2022-09-25,828,36,16,6,0.375,0,0,705,1825,0,119,26.72,Medium
CASE/2051/2016,MAH-NAS-07,Maharashtra,Nashik,JDG-844,Execution,NDPS,Single_Judge,Execution,7,2021-01-10,1451,41,34,11,0.324,0,0,302,1095,356,86,47.55,Medium
CASE/8276/2017,BIH-GAY-04,Bihar,Gaya,JDG-837,Revision,Motor_Accident,Division_Bench,Written_Statement,3,2023-10-11,447,45,11,3,0.273,0,0,863,1825,0,235,22.02,Low
CASE/0479/2020,MAD-GWA-08,Madhya Pradesh,Gwalior,JDG-614,Criminal,NDPS,Magistrate,Arguments,5,2019-08-10,1970,74,58,23,0.397,1,1,383,1095,875,20,82.8,Critical
CASE/6489/2022,MAH-NAS-08,Maharashtra,Nashik,JDG-461,Criminal,Matrimonial,Magistrate,Execution,7,2018-07-23,2353,21,44,10,0.227,0,0,589,1825,528,90,53.93,High
CASE/0629/2018,KAR-BEN-12,Karnataka,Bengaluru,JDG-109,Execution,Commercial,Single_Judge,Execution,7,2019-06-16,2025,28,54,19,0.352,0,0,339,365,1660,10,48.48,Medium
CASE/5445/2016,MAH-NAG-14,Maharashtra,Nagpur,JDG-199,Execution,POCSO,Single_Judge,Execution,7,2015-01-09,3644,8,94,28,0.298,0,0,147,365,3279,10,53.31,High
CASE/9137/2022,DEL-NOR-01,Delhi,North,JDG-377,Revision,POCSO,Magistrate,Execution,7,2016-11-25,2958,11,53,13,0.245,0,0,166,365,2593,10,41.83,Medium
CASE/7465/2020,WES-HOW-15,West Bengal,Howrah,JDG-968,Appeal,SC_ST,Division_Bench,Execution,7,2023-12-23,374,14,9,2,0.222,0,0,162,730,0,115,28.52,Medium
CASE/5462/2019,MAH-NAG-19,Maharashtra,Nagpur,JDG-962,Execution,Commercial,Full_Bench,Execution,7,2015-11-17,3332,24,70,21,0.3,0,0,318,365,2967,10,36.04,Medium
CASE/4259/2017,MAD-IND-08,Madhya Pradesh,Indore,JDG-389,Appeal,General_Criminal,Magistrate,Arguments,5,2017-10-28,2621,61,59,17,0.288,0,0,488,730,1891,10,48.49,Medium
CASE/9522/2020,KAR-HUB-18,Karnataka,Hubballi,JDG-872,Civil,General_Criminal,Magistrate,Execution,7,2021-11-22,1135,31,33,12,0.364,0,0,387,730,405,38,49.76,Medium
CASE/8728/2019,RAJ-KOT-11,Rajasthan,Kota,JDG-487,Revision,SC_ST,Full_Bench,Execution,7,2019-10-01,1918,18,60,21,0.35,0,0,192,730,1188,10,57.32,High
CASE/3027/2023,TAM-CHE-13,Tamil Nadu,Chennai,JDG-623,Criminal,POCSO,Sessions,Execution,7,2022-06-03,942,4,26,10,0.385,0,0,128,365,577,105,42.81,Medium
CASE/9144/2024,DEL-NOR-18,Delhi,North,JDG-810,Appeal,General_Criminal,Single_Judge,Execution,7,2018-05-25,2412,49,58,26,0.448,0,0,447,730,1682,104,47.68,Medium
CASE/5838/2017,MAD-IND-14,Madhya Pradesh,Indore,JDG-240,Execution,Commercial,Sessions,Execution,7,2020-10-27,1526,32,30,6,0.2,0,0,306,365,1161,36,50.48,High
CASE/1596/2019,BIH-PAT-17,Bihar,Patna,JDG-778,Criminal,Senior_Citizen,Single_Judge,Execution,7,2017-02-27,2864,5,62,26,0.419,0,0,73,180,2684,102,46.14,Medium
CASE/2077/2024,KAR-HUB-05,Karnataka,Hubballi,JDG-738,Civil,POCSO,Sessions,Execution,7,2023-06-16,564,69,10,3,0.3,1,0,161,365,199,28,58.98,High
CASE/8968/2015,MAH-NAG-06,Maharashtra,Nagpur,JDG-656,Revision,Motor_Accident,Magistrate,Execution,7,2021-01-30,1431,31,36,12,0.333,0,0,713,1825,0,88,39.56,Medium
CASE/8113/2015,KAR-HUB-08,Karnataka,Hubballi,JDG-554,Appeal,NDPS,Sessions,Execution,7,2021-07-30,1250,56,26,9,0.346,0,0,497,1095,155,10,41.4,Medium
CASE/6278/2016,BIH-MUZ-02,Bihar,Muzaffarpur,JDG-766,Civil,Motor_Accident,Single_Judge,Judgment,6,2017-10-17,2632,147,59,21,0.356,1,0,807,1825,807,167,65.35,High
CASE/8763/2023,KAR-BEN-15,Karnataka,Bengaluru,JDG-544,Revision,General_Civil,Single_Judge,Execution,7,2022-07-21,894,73,24,7,0.292,0,0,1220,2190,0,10,18.83,Low
CASE/8324/2022,KAR-MAN-14,Karnataka,Mangaluru,JDG-264,Revision,Motor_Accident,Division_Bench,Judgment,6,2018-01-04,2553,97,71,25,0.352,0,0,1020,1825,728,10,52.23,High
CASE/5106/2021,TAM-COI-17,Tamil Nadu,Coimbatore,JDG-571,Writ,NDPS,Single_Judge,Execution,7,2015-10-08,3372,46,80,29,0.362,0,0,339,1095,2277,79,49.84,Medium
CASE/6030/2022,DEL-NOR-10,Delhi,North,JDG-551,Execution,General_Criminal,Single_Judge,Arguments,5,2015-10-03,3377,163,64,27,0.422,1,0,448,730,2647,26,57.34,High
CASE/5070/2016,MAH-NAG-20,Maharashtra,Nagpur,JDG-495,Execution,NDPS,Division_Bench,Execution,7,2019-01-28,2164,24,50,20,0.4,0,0,415,1095,1069,48,49.07,Medium
CASE/8876/2018,UTT-VAR-11,Uttar Pradesh,Varanasi,JDG-254,Execution,SC_ST,Division_Bench,Arguments,5,2015-10-31,3349,12,70,27,0.386,0,0,248,730,2619,10,54.73,High
CASE/4944/2024,UTT-LUC-13,Uttar Pradesh,Lucknow,JDG-502,Civil,Property_Dispute,Full_Bench,Judgment,6,2016-03-01,3227,79,70,34,0.486,0,0,1212,2920,307,76,45.47,Medium
CASE/7076/2015,UTT-LUC-02,Uttar Pradesh,Lucknow,JDG-624,Criminal,Property_Dispute,Magistrate,Judgment,6,2020-03-25,1742,189,57,20,0.351,0,0,1355,2920,0,13,36.83,Medium
CASE/0929/2021,GUJ-AHM-14,Gujarat,Ahmedabad,JDG-999,Execution,NDPS,Single_Judge,Execution,7,2018-03-25,2473,23,74,30,0.405,0,0,450,1095,1378,23,50.07,High
CASE/5687/2016,MAH-NAG-18,Maharashtra,Nagpur,JDG-614,Writ,NDPS,Division_Bench,Execution,7,2023-02-10,690,71,17,8,0.471,1,0,451,1095,0,10,44.19,Medium
CASE/2620/2023,KAR-MAN-05,Karnataka,Mangaluru,JDG-177,Writ,General_Criminal,Sessions,Execution,7,2021-12-18,1109,88,28,9,0.321,1,0,621,730,379,84,71.26,High
CASE/7794/2017,UTT-KAN-14,Uttar Pradesh,Kanpur,JDG-637,Revision,NDPS,Full_Bench,Judgment,6,2022-07-10,905,26,15,2,0.133,0,0,411,1095,0,10,44.09,Medium
CASE/8115/2019,TAM-COI-11,Tamil Nadu,Coimbatore,JDG-474,Writ,General_Criminal,Sessions,Execution,7,2022-11-03,789,9,19,7,0.368,0,0,374,730,59,53,55.9,High
CASE/5763/2024,DEL-CEN-08,Delhi,Central,JDG-328,Appeal,Commercial,Division_Bench,Judgment,6,2021-06-27,1283,6,21,4,0.19,0,0,373,365,918,10,36.63,Medium
CASE/8984/2023,RAJ-UDA-18,Rajasthan,Udaipur,JDG-600,Criminal,Senior_Citizen,Sessions,Judgment,6,2015-12-29,3290,2,68,25,0.368,0,0,83,180,3110,10,47.21,Medium
CASE/7195/2020,UTT-KAN-19,Uttar Pradesh,Kanpur,JDG-898,Appeal,NDPS,Sessions,Judgment,6,2019-11-07,1881,145,52,13,0.25,1,0,487,1095,786,10,65.77,High
CASE/7475/2021,DEL-SOU-20,Delhi,South,JDG-583,Writ,Senior_Citizen,Single_Judge,Execution,7,2020-10-27,1526,30,35,11,0.314,1,0,92,180,1346,10,50.14,High
CASE/5841/2016,KAR-HUB-16,Karnataka,Hubballi,JDG-431,Appeal,General_Criminal,Single_Judge,Judgment,6,2017-02-16,2875,95,63,14,0.222,1,0,609,730,2145,56,59.84,High
CASE/6919/2017,RAJ-KOT-07,Rajasthan,Kota,JDG-802,Appeal,Motor_Accident,Division_Bench,Arguments,5,2016-03-01,3227,52,86,20,0.233,0,0,980,1825,1402,31,47.26,Medium
CASE/4672/2024,WES-KOL-14,West Bengal,Kolkata,JDG-576,Revision,Senior_Citizen,Full_Bench,Execution,7,2018-02-02,2524,9,61,16,0.262,0,0,94,180,2344,10,56.15,High
CASE/5284/2022,KAR-MAN-05,Karnataka,Mangaluru,JDG-701,Writ,NDPS,Sessions,Execution,7,2019-05-16,2056,0,50,19,0.38,0,0,365,1095,961,54,44.85,Medium
CASE/4673/2023,DEL-EAS-11,Delhi,East,JDG-790,Civil,SC_ST,Division_Bench,Execution,7,2021-08-22,1227,0,35,7,0.2,0,0,201,730,497,21,47.87,Medium
CASE/9275/2021,TAM-COI-13,Tamil Nadu,Coimbatore,JDG-419,Revision,Commercial,Single_Judge,Arguments,5,2015-05-04,3529,61,89,30,0.337,1,0,224,365,3164,120,66.87,High
CASE/9468/2024,RAJ-KOT-04,Rajasthan,Kota,JDG-607,Execution,Matrimonial,Magistrate,Execution,7,2022-09-13,840,0,21,12,0.571,0,0,638,1825,0,104,25.74,Medium
CASE/5961/2024,UTT-VAR-09,Uttar Pradesh,Varanasi,JDG-369,Revision,Matrimonial,Single_Judge,Judgment,6,2019-05-28,2044,63,46,12,0.261,0,0,538,1825,219,58,49.69,Medium
CASE/8328/2019,MAH-NAS-15,Maharashtra,Nashik,JDG-489,Civil,NDPS,Division_Bench,Execution,7,2016-02-27,3230,81,69,36,0.522,1,0,372,1095,2135,10,63.18,High
CASE/2216/2024,RAJ-JAI-11,Rajasthan,Jaipur,JDG-238,Writ,Commercial,Division_Bench,Judgment,6,2017-06-24,2747,64,69,21,0.304,1,0,306,365,2382,138,64.65,High
CASE/0967/2020,MAD-JAB-19,Madhya Pradesh,Jabalpur,JDG-284,Criminal,Property_Dispute,Magistrate,Admission,1,2023-10-23,435,132,10,5,0.5,0,0,1266,2920,0,1113,24.21,Low
CASE/3625/2017,UTT-KAN-09,Uttar Pradesh,Kanpur,JDG-194,Execution,Matrimonial,Magistrate,Execution,7,2022-05-16,960,30,27,9,0.333,0,0,642,1825,0,89,37.88,Medium
CASE/9256/2018,WES-KOL-15,West Bengal,Kolkata,JDG-384,Revision,NDPS,Sessions,Execution,7,2022-03-03,1034,3,28,14,0.5,0,0,451,1095,0,10,50.05,High
CASE/9726/2016,GUJ-SUR-06,Gujarat,Surat,JDG-462,Execution,Property_Dispute,Single_Judge,Execution,7,2020-10-19,1534,89,35,14,0.4,0,0,1156,2920,0,18,30.66,Medium
CASE/6816/2023,GUJ-VAD-16,Gujarat,Vadodara,JDG-342,Civil,POCSO,Magistrate,Execution,7,2020-12-07,1485,3,30,11,0.367,0,0,99,365,1120,124,33.97,Medium
CASE/2118/2015,MAH-PUN-19,Maharashtra,Pune,JDG-763,Execution,Motor_Accident,Magistrate,Execution,7,2018-11-15,2238,145,50,17,0.34,1,0,668,1825,413,121,61.53,High
CASE/9481/2022,TAM-COI-13,Tamil Nadu,Coimbatore,JDG-870,Civil,NDPS,Division_Bench,Execution,7,2019-07-30,1981,30,37,12,0.324,0,0,441,1095,886,10,39.26,Medium
CASE/2610/2023,BIH-GAY-15,Bihar,Gaya,JDG-874,Execution,SC_ST,Division_Bench,Arguments,5,2021-03-01,1401,0,19,8,0.421,0,0,155,730,671,78,52.37,High
CASE/9311/2021,WES-HOW-04,West Bengal,Howrah,JDG-566,Execution,POCSO,Sessions,Execution,7,2023-06-15,565,18,18,5,0.278,0,0,114,365,200,53,40.97,Medium
CASE/8076/2019,KAR-HUB-10,Karnataka,Hubballi,JDG-839,Appeal,POCSO,Sessions,Arguments,5,2021-01-16,1445,2,26,3,0.115,0,0,132,365,1080,10,49.06,Medium
CASE/4570/2018,UTT-KAN-17,Uttar Pradesh,Kanpur,JDG-193,Civil,Senior_Citizen,Sessions,Execution,7,2016-10-30,2984,0,71,23,0.324,0,0,106,180,2804,10,50.25,High
CASE/7460/2022,KAR-MAN-16,Karnataka,Mangaluru,JDG-794,Civil,Commercial,Division_Bench,Execution,7,2018-04-27,2440,0,57,16,0.281,0,0,241,365,2075,77,35.99,Medium
CASE/9150/2022,MAD-GWA-07,Madhya Pradesh,Gwalior,JDG-241,Revision,Property_Dispute,Full_Bench,Execution,7,2016-10-17,2997,14,76,34,0.447,0,0,1323,2920,77,128,52.27,High
CASE/0410/2021,MAD-GWA-17,Madhya Pradesh,Gwalior,JDG-841,Writ,SC_ST,Single_Judge,Execution,7,2018-09-04,2310,3,60,24,0.4,0,0,194,730,1580,71,54.17,High
CASE/1762/2021,GUJ-AHM-19,Gujarat,Ahmedabad,JDG-148,Criminal,Matrimonial,Magistrate,Arguments,5,2018-05-04,2433,73,52,14,0.269,0,0,709,1825,608,10,46.85,Medium
CASE/5544/2018,GUJ-VAD-18,Gujarat,Vadodara,JDG-136,Appeal,General_Civil,Full_Bench,Execution,7,2022-11-14,778,16,23,8,0.348,0,0,946,2190,0,37,26.8,Medium
CASE/4854/2020,MAD-IND-06,Madhya Pradesh,Indore,JDG-623,Execution,General_Civil,Sessions,Arguments,5,2019-03-21,2112,83,46,10,0.217,0,0,750,2190,0,64,48.53,Medium
CASE/1069/2022,DEL-SOU-05,Delhi,South,JDG-661,Revision,Senior_Citizen,Single_Judge,Execution,7,2015-12-23,3296,29,78,29,0.372,1,0,83,180,3116,48,62.95,High
CASE/4390/2015,KAR-MYS-18,Karnataka,Mysuru,JDG-363,Revision,SC_ST,Division_Bench,Execution,7,2017-05-28,2774,45,57,21,0.368,1,0,193,730,2044,10,68.59,High
CASE/4061/2018,DEL-EAS-15,Delhi,East,JDG-897,Execution,Matrimonial,Magistrate,Judgment,6,2019-04-22,2080,2,56,17,0.304,0,0,664,1825,255,89,41.27,Medium
CASE/4622/2020,BIH-GAY-12,Bihar,Gaya,JDG-133,Revision,General_Civil,Sessions,Judgment,6,2018-01-26,2531,9,55,19,0.345,0,0,1082,2190,341,72,45.28,Medium
CASE/3433/2023,BIH-BHA-16,Bihar,Bhagalpur,JDG-868,Civil,General_Civil,Division_Bench,Arguments,5,2022-07-30,885,68,16,4,0.25,0,0,1134,2190,0,10,19.34,Low
CASE/8187/2021,TAM-CHE-04,Tamil Nadu,Chennai,JDG-562,Appeal,General_Criminal,Full_Bench,Execution,7,2022-07-13,902,77,27,13,0.481,0,0,471,730,172,73,64.41,High
CASE/6215/2018,GUJ-SUR-08,Gujarat,Surat,JDG-787,Appeal,Matrimonial,Sessions,Arguments,5,2020-10-24,1529,40,37,15,0.405,0,0,751,1825,0,163,43.15,Medium
CASE/6539/2024,KAR-MYS-06,Karnataka,Mysuru,JDG-566,Civil,Property_Dispute,Magistrate,Execution,7,2020-04-17,1719,5,25,5,0.2,0,0,1531,2920,0,63,29.8,Medium
CASE/2955/2024,MAD-IND-02,Madhya Pradesh,Indore,JDG-420,Writ,General_Civil,Sessions,Arguments,5,2023-10-22,436,186,9,3,0.333,1,0,1134,2190,0,644,27.49,Medium
CASE/2293/2018,MAH-NAS-15,Maharashtra,Nashik,JDG-191,Execution,POCSO,Sessions,Execution,7,2019-11-07,1881,6,46,13,0.283,0,0,125,365,1516,39,47.28,Medium
CASE/4005/2017,MAH-NAG-14,Maharashtra,Nagpur,JDG-189,Appeal,Commercial,Single_Judge,Execution,7,2023-05-05,606,24,12,0,0.0,0,0,223,365,241,50,36.6,Medium
CASE/1192/2019,GUJ-VAD-13,Gujarat,Vadodara,JDG-966,Criminal,SC_ST,Sessions,Judgment,6,2023-03-15,657,5,12,2,0.167,0,0,237,730,0,99,43.94,Medium
CASE/6795/2022,UTT-ALL-06,Uttar Pradesh,Allahabad,JDG-779,Execution,General_Civil,Single_Judge,Execution,7,2017-02-14,2877,41,65,21,0.323,0,0,1012,2190,687,48,47.93,Medium
CASE/9407/2017,DEL-NOR-04,Delhi,North,JDG-848,Writ,General_Criminal,Magistrate,Execution,7,2022-03-25,1012,2,20,5,0.25,0,0,558,730,282,10,40.3,Medium
CASE/8257/2015,GUJ-AHM-04,Gujarat,Ahmedabad,JDG-285,Writ,General_Civil,Single_Judge,Arguments,5,2016-12-26,2927,130,69,28,0.406,0,0,819,2190,737,19,54.09,High
CASE/8945/2015,TAM-CHE-11,Tamil Nadu,Chennai,JDG-171,Civil,Senior_Citizen,Magistrate,Execution,7,2021-05-21,1320,0,41,16,0.39,0,0,83,180,1140,50,41.46,Medium
CASE/1839/2023,KAR-HUB-20,Karnataka,Hubballi,JDG-861,Civil,Senior_Citizen,Full_Bench,Execution,7,2023-01-29,702,15,17,10,0.588,0,0,103,180,522,40,45.08,Medium
CASE/0197/2024,TAM-MAD-20,Tamil Nadu,Madurai,JDG-519,Criminal,Property_Dispute,Single_Judge,Execution,7,2020-11-02,1520,48,25,11,0.44,0,0,1366,2920,0,10,32.23,Medium
CASE/8515/2015,GUJ-RAJ-05,Gujarat,Rajkot,JDG-814,Criminal,Property_Dispute,Magistrate,Execution,7,2016-02-28,3229,15,75,34,0.453,0,0,1088,2920,309,67,50.5,High
CASE/2988/2019,GUJ-VAD-12,Gujarat,Vadodara,JDG-861,Criminal,Motor_Accident,Full_Bench,Execution,7,2018-11-18,2235,92,54,15,0.278,0,0,781,1825,410,77,45.6,Medium
CASE/6550/2020,MAH-NAG-08,Maharashtra,Nagpur,JDG-202,Civil,Motor_Accident,Sessions,Execution,7,2019-09-25,1924,20,44,16,0.364,0,0,584,1825,99,24,46.05,Medium
CASE/5973/2017,GUJ-VAD-01,Gujarat,Vadodara,JDG-820,Revision,General_Criminal,Magistrate,Arguments,5,2016-01-31,3257,10,66,15,0.227,0,0,364,730,2527,78,56.33,High
CASE/2442/2024,MAD-IND-19,Madhya Pradesh,Indore,JDG-839,Criminal,Motor_Accident,Division_Bench,Execution,7,2017-01-30,2892,136,72,13,0.181,0,0,635,1825,1067,10,44.28,Medium
CASE/4930/2019,RAJ-KOT-16,Rajasthan,Kota,JDG-773,Revision,SC_ST,Single_Judge,Execution,7,2019-09-04,1945,4,46,17,0.37,0,0,208,730,1215,19,45.83,Medium
CASE/3985/2015,MAD-IND-05,Madhya Pradesh,Indore,JDG-503,Writ,Property_Dispute,Magistrate,Arguments,5,2022-05-23,953,105,28,3,0.107,0,0,1109,2920,0,118,17.26,Low
CASE/1631/2023,WES-SIL-09,West Bengal,Siliguri,JDG-575,Civil,POCSO,Full_Bench,Judgment,6,2023-01-27,704,28,12,4,0.333,1,0,96,365,339,36,67.52,High
CASE/5992/2018,WES-SIL-19,West Bengal,Siliguri,JDG-484,Execution,General_Criminal,Sessions,Judgment,6,2018-11-11,2242,47,41,15,0.366,0,0,506,730,1512,10,51.93,High
CASE/0876/2023,MAH-NAS-03,Maharashtra,Nashik,JDG-491,Writ,Senior_Citizen,Magistrate,Judgment,6,2017-10-26,2623,2,52,21,0.404,0,0,74,180,2443,61,51.44,High
CASE/2853/2017,GUJ-SUR-01,Gujarat,Surat,JDG-879,Appeal,Matrimonial,Full_Bench,Execution,7,2022-09-11,842,8,21,5,0.238,0,0,727,1825,0,64,32.48,Medium
CASE/8450/2023,MAD-BHO-18,Madhya Pradesh,Bhopal,JDG-746,Criminal,POCSO,Full_Bench,Judgment,6,2015-10-16,3364,11,72,34,0.472,0,0,164,365,2999,10,46.56,Medium
CASE/5195/2023,TAM-SAL-04,Tamil Nadu,Salem,JDG-161,Writ,POCSO,Magistrate,Execution,7,2017-02-05,2886,14,77,38,0.494,0,0,148,365,2521,60,52.32,High
